0.070912 1.000000 1.000000
0.070912 2.000000 0.996000
0.070912 3.000000 0.992000
0.070912 4.000000 1.000000
0.070912 5.000000 0.996000
0.070912 6.000000 0.998000
0.070912 7.000000 0.980000

0.141824 1.000000 0.980000
0.141824 2.000000 0.978000
0.141824 3.000000 0.976000
0.141824 4.000000 0.978000
0.141824 5.000000 0.994000
0.141824 6.000000 0.994000
0.141824 7.000000 0.994000

0.212736 1.000000 0.998000
0.212736 2.000000 0.990000
0.212736 3.000000 0.974000
0.212736 4.000000 0.966000
0.212736 5.000000 0.960000
0.212736 6.000000 0.950000
0.212736 7.000000 0.972000

0.283648 1.000000 0.868000
0.283648 2.000000 0.652000
0.283648 3.000000 0.558000
0.283648 4.000000 0.510000
0.283648 5.000000 0.508000
0.283648 6.000000 0.528000
0.283648 7.000000 0.696000

0.354560 1.000000 0.974000
0.354560 2.000000 0.932000
0.354560 3.000000 0.936000
0.354560 4.000000 0.918000
0.354560 5.000000 0.926000
0.354560 6.000000 0.928000
0.354560 7.000000 0.914000

0.425472 1.000000 0.786000
0.425472 2.000000 0.660000
0.425472 3.000000 0.628000
0.425472 4.000000 0.680000
0.425472 5.000000 0.610000
0.425472 6.000000 0.626000
0.425472 7.000000 0.624000

0.496384 1.000000 0.842000
0.496384 2.000000 0.792000
0.496384 3.000000 0.754000
0.496384 4.000000 0.692000
0.496384 5.000000 0.696000
0.496384 6.000000 0.652000
0.496384 7.000000 0.624000

0.567296 1.000000 0.572000
0.567296 2.000000 0.342000
0.567296 3.000000 0.222000
0.567296 4.000000 0.156000
0.567296 5.000000 0.122000
0.567296 6.000000 0.060000
0.567296 7.000000 0.040000

0.638208 1.000000 0.500000
0.638208 2.000000 0.224000
0.638208 3.000000 0.216000
0.638208 4.000000 0.186000
0.638208 5.000000 0.106000
0.638208 6.000000 0.016000
0.638208 7.000000 0.042000

0.709120 1.000000 0.426000
0.709120 2.000000 0.242000
0.709120 3.000000 0.088000
0.709120 4.000000 0.048000
0.709120 5.000000 -0.004000
0.709120 6.000000 -0.016000
0.709120 7.000000 0.054000

0.780032 1.000000 0.412000
0.780032 2.000000 0.126000
0.780032 3.000000 -0.012000
0.780032 4.000000 0.040000
0.780032 5.000000 -0.010000
0.780032 6.000000 0.028000
0.780032 7.000000 -0.040000

0.850944 1.000000 0.346000
0.850944 2.000000 0.166000
0.850944 3.000000 0.028000
0.850944 4.000000 0.026000
0.850944 5.000000 0.018000
0.850944 6.000000 0.086000
0.850944 7.000000 0.040000

0.921857 1.000000 0.346000
0.921857 2.000000 0.076000
0.921857 3.000000 -0.028000
0.921857 4.000000 0.064000
0.921857 5.000000 -0.042000
0.921857 6.000000 -0.018000
0.921857 7.000000 -0.080000

0.992769 1.000000 0.286000
0.992769 2.000000 0.124000
0.992769 3.000000 0.086000
0.992769 4.000000 0.106000
0.992769 5.000000 0.094000
0.992769 6.000000 0.024000
0.992769 7.000000 0.056000

1.063681 1.000000 0.190000
1.063681 2.000000 0.002000
1.063681 3.000000 0.046000
1.063681 4.000000 0.002000
1.063681 5.000000 -0.044000
1.063681 6.000000 -0.072000
1.063681 7.000000 -0.014000
